date,state,district,pincode,demo_age_5_17,demo_age_17_
08-11-25,Telangana,Khammam,507211,1,1
08-11-25,Telangana,Khammam,507304,2,4
08-11-25,Telangana,Komaram Bheem,504273,2,7
08-11-25,Telangana,Komaram Bheem,504292,2,24
08-11-25,Telangana,Komaram Bheem,504295,5,28
08-11-25,Telangana,Mahabubabad,506135,4,25
08-11-25,Telangana,Mahabubabad,506315,4,23
08-11-25,Telangana,Mahabubabad,506324,9,30
08-11-25,Telangana,Mahabubnagar,509129,1,3
08-11-25,Telangana,Mahabubnagar,509130,4,6
08-11-25,Telangana,Mahabubnagar,509208,3,3
08-11-25,Telangana,Mahabubnagar,509216,3,4
08-11-25,Telangana,Mahabubnagar,509219,6,10
08-11-25,Telangana,Mahabubnagar,509321,7,5
08-11-25,Telangana,Mahabubnagar,509324,4,3
08-11-25,Telangana,Mahabubnagar,509325,1,0
08-11-25,Telangana,Mahabubnagar,509334,9,14
08-11-25,Telangana,Mahabubnagar,509358,2,0
08-11-25,Telangana,Mahabubnagar,509382,11,15
08-11-25,Telangana,Mahabubnagar,509409,4,4
08-11-25,Telangana,Mancherial,504204,2,18
08-11-25,Telangana,Mancherial,504207,1,20
08-11-25,Telangana,Mancherial,504209,1,3
08-11-25,Telangana,Mancherial,504218,0,2
08-11-25,Telangana,Mancherial,504272,0,16
08-11-25,Telangana,Mancherial,504301,1,2
08-11-25,Telangana,Mancherial,504302,2,11
08-11-25,Telangana,Medak,502001,1,3
08-11-25,Telangana,Medak,502101,0,19
08-11-25,Telangana,Medak,502102,2,39
08-11-25,Telangana,Medak,502107,0,1
08-11-25,Telangana,Medak,502114,1,0
08-11-25,Telangana,Medak,502115,0,19
08-11-25,Telangana,Medak,502221,4,3
08-11-25,Telangana,Medak,502271,1,4
08-11-25,Telangana,Medak,502279,2,2
08-11-25,Telangana,Medak,502319,2,5
08-11-25,Telangana,Medak,502334,6,19
08-11-25,Telangana,Medchal-malkajgiri,500039,5,21
08-11-25,Telangana,Medchal-malkajgiri,500040,1,13
08-11-25,Telangana,Medchal-malkajgiri,500049,1,1
08-11-25,Telangana,Medchal-malkajgiri,500068,0,7
08-11-25,Telangana,Medchal-malkajgiri,500078,1,0
08-11-25,Telangana,Medchal-malkajgiri,500100,2,10
08-11-25,Telangana,Mulugu,506343,3,8
08-11-25,Telangana,Nagarkurnool,509102,5,28
08-11-25,Telangana,Nagarkurnool,509105,2,7
08-11-25,Telangana,Nagarkurnool,509215,0,10
08-11-25,Telangana,Nagarkurnool,509360,1,19
08-11-25,Telangana,Nalgonda,508212,4,8
08-11-25,Telangana,Nalgonda,508223,2,3
08-11-25,Telangana,Nalgonda,508234,3,4
08-11-25,Telangana,Nalgonda,508255,11,22
08-11-25,Telangana,Nalgonda,508258,2,8
08-11-25,Telangana,Nalgonda,508277,3,3
08-11-25,Telangana,Nalgonda,508355,3,17
08-11-25,Telangana,Narayanpet,509208,4,33
08-11-25,Telangana,Narayanpet,509339,0,1
08-11-25,Telangana,Narayanpet,509352,5,15
08-11-25,Telangana,Narayanpet,509407,3,8
08-11-25,Telangana,Narayanpet,509409,1,2
08-11-25,Telangana,Narayanpet,509411,1,27
08-11-25,Telangana,Nirmal,504102,2,33
08-11-25,Telangana,Nizamabad,503120,0,1
08-11-25,Telangana,Nizamabad,503306,1,0
08-11-25,Telangana,Nizamabad,503307,5,10
08-11-25,Telangana,Nizamabad,503309,6,3
08-11-25,Telangana,Nizamabad,503311,0,9
08-11-25,Telangana,Nizamabad,503321,2,2
08-11-25,Telangana,Peddapalli,505185,0,8
08-11-25,Telangana,Peddapalli,505212,0,8
08-11-25,Telangana,Peddapalli,505214,2,2
08-11-25,Telangana,Rajanna Sircilla,505303,3,10
08-11-25,Telangana,Rangareddy,501505,2,15
08-11-25,Telangana,Sangareddy,502251,1,1
08-11-25,Telangana,Sangareddy,502306,1,1
08-11-25,Telangana,Sangareddy,502307,1,9
08-11-25,Telangana,Sangareddy,502319,4,30
08-11-25,Telangana,Sangareddy,502329,1,0
08-11-25,Telangana,Siddipet,502103,10,41
08-11-25,Telangana,Siddipet,502108,3,28
08-11-25,Telangana,Siddipet,502114,2,15
08-11-25,Telangana,Siddipet,502280,2,5
08-11-25,Telangana,Siddipet,502281,2,7
08-11-25,Telangana,Siddipet,502334,4,5
08-11-25,Telangana,Siddipet,505530,1,7
08-11-25,Telangana,Siddipet,506367,1,12
08-11-25,Telangana,Suryapet,508111,1,0
08-11-25,Telangana,Suryapet,508234,2,17
08-11-25,Telangana,Vikarabad,501101,5,44
08-11-25,Telangana,Vikarabad,501111,1,4
08-11-25,Telangana,Vikarabad,501121,1,15
08-11-25,Telangana,Wanaparthy,509206,6,32
08-11-25,Telangana,Warangal,506001,0,7
08-11-25,Telangana,Warangal,506105,3,2
08-11-25,Telangana,Warangal,506167,1,3
08-11-25,Telangana,Warangal,506222,3,1
08-11-25,Telangana,Warangal,506349,2,1
08-11-25,Telangana,Warangal Rural,506132,0,10
08-11-25,Telangana,Warangal Rural,506330,3,28
08-11-25,Telangana,Warangal Rural,506331,2,12
08-11-25,Telangana,Warangal Rural,506342,1,2
08-11-25,Telangana,Warangal Rural,506349,1,7
08-11-25,Telangana,Warangal Urban,505101,1,1
08-11-25,Telangana,Warangal Urban,506001,0,2
08-11-25,Telangana,Warangal Urban,506002,9,42
08-11-25,Telangana,Warangal Urban,506005,0,8
08-11-25,Telangana,Warangal Urban,506007,0,3
08-11-25,Telangana,Warangal Urban,506371,1,2
08-11-25,Telangana,Yadadri.,508101,7,32
08-11-25,Telangana,Yadadri.,508112,5,29
08-11-25,Telangana,Yadadri.,508113,4,18
08-11-25,Telangana,Yadadri.,508252,10,17
08-11-25,Telangana,Yadadri.,508277,2,21
09-11-25,Telangana,Adilabad,504104,0,1
09-11-25,Telangana,Adilabad,504306,0,1
09-11-25,Telangana,Adilabad,504309,4,15
09-11-25,Telangana,Bhadradri Kothagudem,507101,10,27
09-11-25,Telangana,Bhadradri Kothagudem,507117,3,8
09-11-25,Telangana,Bhadradri Kothagudem,507123,8,48
09-11-25,Telangana,Bhadradri Kothagudem,507125,1,3
09-11-25,Telangana,Bhadradri Kothagudem,507137,2,5
09-11-25,Telangana,Bhadradri Kothagudem,507140,1,9
09-11-25,Telangana,Bhadradri Kothagudem,507316,4,6
09-11-25,Telangana,Hanumakonda,505480,0,1
09-11-25,Telangana,Hanumakonda,505498,0,1
09-11-25,Telangana,Hanumakonda,506005,0,2
09-11-25,Telangana,Hanumakonda,506164,1,4
09-11-25,Telangana,Hanumakonda,506310,2,8
09-11-25,Telangana,Hanumakonda,506349,0,2
09-11-25,Telangana,Hanumakonda,506391,1,8
09-11-25,Telangana,Hyderabad,500010,0,7
09-11-25,Telangana,Hyderabad,500013,14,44
09-11-25,Telangana,Hyderabad,500015,2,20
09-11-25,Telangana,Hyderabad,500018,6,35
09-11-25,Telangana,Hyderabad,500023,8,26
09-11-25,Telangana,Hyderabad,500025,2,2
09-11-25,Telangana,Hyderabad,500036,2,20
09-11-25,Telangana,Hyderabad,500045,12,18
09-11-25,Telangana,Hyderabad,500050,1,1
09-11-25,Telangana,Hyderabad,500055,0,3
09-11-25,Telangana,Hyderabad,500056,2,2
09-11-25,Telangana,Hyderabad,500061,8,24
09-11-25,Telangana,Hyderabad,500072,7,2
09-11-25,Telangana,Hyderabad,500078,0,1
09-11-25,Telangana,Hyderabad,500087,1,0
09-11-25,Telangana,Jagitial,505452,1,2
09-11-25,Telangana,Jagitial,505453,2,5
09-11-25,Telangana,Jagitial,505462,0,3
09-11-25,Telangana,Jangaon,506252,0,7
09-11-25,Telangana,Jangoan,506222,1,4
09-11-25,Telangana,Jangoan,506252,0,1
09-11-25,Telangana,Jangoan,506301,0,4
09-11-25,Telangana,Jangoan,506303,0,12
09-11-25,Telangana,Jangoan,506313,0,1
09-11-25,Telangana,Jayashankar Bhupalpally,506348,3,11
09-11-25,Telangana,Jayashankar Bhupalpally,506356,3,13
09-11-25,Telangana,Jayashankar Bhupalpally,506366,0,6
09-11-25,Telangana,K.v. Rangareddy,500039,3,11
09-11-25,Telangana,K.v. Rangareddy,500077,4,16
09-11-25,Telangana,K.v. Rangareddy,500081,2,6
09-11-25,Telangana,K.v. Rangareddy,500084,5,19
09-11-25,Telangana,K.v. Rangareddy,500086,2,13
09-11-25,Telangana,K.v. Rangareddy,500087,1,2
09-11-25,Telangana,K.v. Rangareddy,500091,5,10
09-11-25,Telangana,K.v. Rangareddy,500092,1,6
09-11-25,Telangana,K.v. Rangareddy,500102,1,4
09-11-25,Telangana,K.v. Rangareddy,501401,0,2
09-11-25,Telangana,K.v. Rangareddy,501511,0,1
09-11-25,Telangana,K.v. Rangareddy,509207,4,31
09-11-25,Telangana,K.v. Rangareddy,509216,11,34
09-11-25,Telangana,K.v. Rangareddy,509339,0,1
09-11-25,Telangana,K.v. Rangareddy,509371,1,0
09-11-25,Telangana,K.v. Rangareddy,509408,11,11
09-11-25,Telangana,Kamareddy,503305,2,3
09-11-25,Telangana,Karimnagar,505129,1,3
09-11-25,Telangana,Karimnagar,505187,1,14
09-11-25,Telangana,Karimnagar,505215,1,1
09-11-25,Telangana,Karimnagar,505303,1,0
09-11-25,Telangana,Karimnagar,505325,0,1
09-11-25,Telangana,Karimnagar,505327,2,0
09-11-25,Telangana,Karimnagar,505402,0,1
09-11-25,Telangana,Karimnagar,505405,1,2
09-11-25,Telangana,Karimnagar,505445,0,6
09-11-25,Telangana,Karimnagar,505451,1,5
09-11-25,Telangana,Karimnagar,505466,1,0
09-11-25,Telangana,Karimnagar,505476,1,1
09-11-25,Telangana,Karimnagar,505481,0,7
09-11-25,Telangana,Karimnagar,505530,1,4
09-11-25,Telangana,Khammam,507111,1,0
09-11-25,Telangana,Khammam,507120,0,1
09-11-25,Telangana,Khammam,507168,6,5
09-11-25,Telangana,Khammam,507210,0,1
09-11-25,Telangana,Khammam,507318,2,4
09-11-25,Telangana,Mahabubabad,506163,5,13
09-11-25,Telangana,Mahabubabad,506332,0,2
09-11-25,Telangana,Mahabubabad,506381,5,22
09-11-25,Telangana,Mahabubnagar,509102,8,11
09-11-25,Telangana,Mahabubnagar,509104,1,0
09-11-25,Telangana,Mahabubnagar,509131,4,2
09-11-25,Telangana,Mahabubnagar,509202,1,7
09-11-25,Telangana,Mahabubnagar,509203,0,1
09-11-25,Telangana,Mahabubnagar,509320,0,1
09-11-25,Telangana,Mahabubnagar,509324,2,3
09-11-25,Telangana,Mahabubnagar,509337,1,11
09-11-25,Telangana,Mahabubnagar,509349,4,0
09-11-25,Telangana,Mahabubnagar,509375,4,4
09-11-25,Telangana,Mancherial,504303,0,4
09-11-25,Telangana,Medak,502220,1,1
09-11-25,Telangana,Medak,502248,1,10
09-11-25,Telangana,Medak,502278,3,1
09-11-25,Telangana,Medak,502290,6,8
09-11-25,Telangana,Medak,502307,2,1
09-11-25,Telangana,Medak,502314,5,3
09-11-25,Telangana,Medak,502329,1,0
09-11-25,Telangana,Medchal-malkajgiri,500039,5,25
09-11-25,Telangana,Medchal-malkajgiri,500055,11,53
09-11-25,Telangana,Medchal-malkajgiri,500062,9,29
09-11-25,Telangana,Medchal-malkajgiri,500068,2,22
09-11-25,Telangana,Medchal-malkajgiri,500087,8,16
09-11-25,Telangana,Medchal-malkajgiri,500098,4,13
09-11-25,Telangana,Medchal-malkajgiri,501401,2,7
09-11-25,Telangana,Medchal−malkajgiri,500056,2,2
09-11-25,Telangana,Medchal−malkajgiri,500090,4,2
09-11-25,Telangana,Mulugu,507133,1,5
09-11-25,Telangana,Nagarkurnool,509215,1,3
09-11-25,Telangana,Nagarkurnool,509235,0,1
09-11-25,Telangana,Nagarkurnool,509301,0,3
09-11-25,Telangana,Nagarkurnool,509412,1,7
09-11-25,Telangana,Nalgonda,508004,0,9
09-11-25,Telangana,Nalgonda,508113,1,0
09-11-25,Telangana,Nalgonda,508201,1,0
09-11-25,Telangana,Nalgonda,508204,4,4
09-11-25,Telangana,Nalgonda,508245,4,5
09-11-25,Telangana,Nalgonda,508255,4,12
09-11-25,Telangana,Nalgonda,508258,5,1
09-11-25,Telangana,Nalgonda,508377,1,2
09-11-25,Telangana,Narayanpet,509352,5,11
09-11-25,Telangana,Nirmal,504103,9,80
09-11-25,Telangana,Nizamabad,503123,1,0
09-11-25,Telangana,Nizamabad,503165,3,9
09-11-25,Telangana,Nizamabad,503201,1,2
09-11-25,Telangana,Nizamabad,503230,4,9
09-11-25,Telangana,Peddapalli,505153,0,2
09-11-25,Telangana,Peddapalli,505212,1,3
09-11-25,Telangana,Peddapalli,505215,0,1
09-11-25,Telangana,Peddapalli,505415,0,1
09-11-25,Telangana,Rajanna Sircilla,505302,0,7
09-11-25,Telangana,Rajanna Sircilla,505524,0,2
09-11-25,Telangana,Rajanna Sircilla,505530,0,2
09-11-25,Telangana,Rangareddy,501511,4,11
09-11-25,Telangana,Rangareddy,501512,2,1
09-11-25,Telangana,Sangareddy,502220,1,6
09-11-25,Telangana,Sangareddy,502251,1,3
09-11-25,Telangana,Sangareddy,502285,0,6
09-11-25,Telangana,Sangareddy,502295,1,2
09-11-25,Telangana,Sangareddy,502305,1,1
09-11-25,Telangana,Sangareddy,502313,0,5
09-11-25,Telangana,Sangareddy,502321,2,2
09-11-25,Telangana,Siddipet,502102,1,2
09-11-25,Telangana,Siddipet,502103,6,41
09-11-25,Telangana,Siddipet,502107,3,10
09-11-25,Telangana,Siddipet,502114,1,12
09-11-25,Telangana,Siddipet,502277,2,1
09-11-25,Telangana,Siddipet,502310,1,0
09-11-25,Telangana,Siddipet,505530,0,3
09-11-25,Telangana,Siddipet,506223,0,7
09-11-25,Telangana,Siddipet,506224,0,4
09-11-25,Telangana,Siddipet,506367,1,6
09-11-25,Telangana,Suryapet,508206,3,23
09-11-25,Telangana,Suryapet,508218,7,24
09-11-25,Telangana,Suryapet,508279,3,16
09-11-25,Telangana,Vikarabad,501144,2,17
09-11-25,Telangana,Vikarabad,501501,5,27
09-11-25,Telangana,Vikarabad,509350,5,23
09-11-25,Telangana,Wanaparthy,509120,7,24
09-11-25,Telangana,Wanaparthy,509130,1,8
09-11-25,Telangana,Wanaparthy,509131,2,15
09-11-25,Telangana,Warangal,506006,0,1
09-11-25,Telangana,Warangal,506013,0,1
09-11-25,Telangana,Warangal,506112,4,1
09-11-25,Telangana,Warangal,506122,5,0
09-11-25,Telangana,Warangal,506163,1,1
09-11-25,Telangana,Warangal,506165,1,0
09-11-25,Telangana,Warangal,506167,1,0
09-11-25,Telangana,Warangal,506221,0,2
09-11-25,Telangana,Warangal,506222,2,0
09-11-25,Telangana,Warangal,506310,2,1
09-11-25,Telangana,Warangal,506313,1,0
09-11-25,Telangana,Warangal,506317,2,1
09-11-25,Telangana,Warangal,506348,2,0
09-11-25,Telangana,Warangal,506365,3,0
09-11-25,Telangana,Warangal,506370,1,0
09-11-25,Telangana,Warangal,506381,1,1
09-11-25,Telangana,Warangal Rural,506310,2,5
09-11-25,Telangana,Warangal Rural,506330,3,23
09-11-25,Telangana,Warangal Rural,506349,0,9
09-11-25,Telangana,Warangal Urban,506002,11,51
09-11-25,Telangana,Warangal Urban,506004,0,1
09-11-25,Telangana,Warangal Urban,506013,0,8
09-11-25,Telangana,Yadadri.,508116,6,26
09-11-25,Telangana,Yadadri.,508277,3,22
09-11-25,Telangana,Yadadri.,508286,0,8
10-11-25,Telangana,Adilabad,504103,2,8
10-11-25,Telangana,Adilabad,504105,0,2
10-11-25,Telangana,Adilabad,504109,0,3
10-11-25,Telangana,Adilabad,504201,3,5
10-11-25,Telangana,Adilabad,504206,2,1
10-11-25,Telangana,Adilabad,504208,1,5
10-11-25,Telangana,Adilabad,504251,1,4
10-11-25,Telangana,Adilabad,504295,0,1
10-11-25,Telangana,Adilabad,504296,0,3
10-11-25,Telangana,Adilabad,504312,2,5
10-11-25,Telangana,Bhadradri Kothagudem,507103,0,1
10-11-25,Telangana,Hanumakonda,505101,0,1
10-11-25,Telangana,Hanumakonda,506342,2,2
10-11-25,Telangana,Hanumakonda,506371,1,4
10-11-25,Telangana,Hyderabad,500002,4,16
10-11-25,Telangana,Hyderabad,500007,1,2
10-11-25,Telangana,Hyderabad,500015,2,13
10-11-25,Telangana,Hyderabad,500016,0,8
10-11-25,Telangana,Hyderabad,500020,4,11
10-11-25,Telangana,Hyderabad,500025,2,1
10-11-25,Telangana,Hyderabad,500040,0,6
10-11-25,Telangana,Hyderabad,500053,5,48
10-11-25,Telangana,Hyderabad,500054,7,12
10-11-25,Telangana,Hyderabad,500058,2,7
10-11-25,Telangana,Hyderabad,500061,2,4
10-11-25,Telangana,Hyderabad,500072,2,4
10-11-25,Telangana,Hyderabad,500078,1,1
10-11-25,Telangana,Hyderabad,500103,0,1
10-11-25,Telangana,Jagitial,505330,0,1
10-11-25,Telangana,Jagitial,505331,1,4
10-11-25,Telangana,Jagitial,505452,0,2
10-11-25,Telangana,Jagitial,505453,1,3
10-11-25,Telangana,Jagitial,505455,0,2
10-11-25,Telangana,Jagitial,505501,0,1
10-11-25,Telangana,Jangoan,506145,1,5
10-11-25,Telangana,Jangoan,506224,1,2
10-11-25,Telangana,Jangoan,506302,7,4
10-11-25,Telangana,Jayashankar Bhupalpally,506168,2,4
10-11-25,Telangana,Jogulamba Gadwal,509126,0,5
10-11-25,Telangana,K.v. Rangareddy,500019,5,11
10-11-25,Telangana,K.v. Rangareddy,500050,4,8
10-11-25,Telangana,K.v. Rangareddy,500052,7,28
10-11-25,Telangana,K.v. Rangareddy,500067,1,0
10-11-25,Telangana,K.v. Rangareddy,500068,4,8
10-11-25,Telangana,K.v. Rangareddy,500070,3,18
10-11-25,Telangana,K.v. Rangareddy,500074,4,10
10-11-25,Telangana,K.v. Rangareddy,500081,0,3
10-11-25,Telangana,K.v. Rangareddy,500084,1,16
10-11-25,Telangana,K.v. Rangareddy,500085,0,2
10-11-25,Telangana,K.v. Rangareddy,501301,0,14
10-11-25,Telangana,K.v. Rangareddy,501359,3,10
10-11-25,Telangana,K.v. Rangareddy,501503,3,12
10-11-25,Telangana,K.v. Rangareddy,502345,0,1
10-11-25,Telangana,K.v. Rangareddy,509228,0,13
10-11-25,Telangana,K.v. Rangareddy,509327,1,1
10-11-25,Telangana,K.v. Rangareddy,509335,0,2
10-11-25,Telangana,Kamareddy,503310,0,2
10-11-25,Telangana,Karimnagar,505101,1,0
10-11-25,Telangana,Karimnagar,505186,0,3
10-11-25,Telangana,Karimnagar,505301,2,18
10-11-25,Telangana,Karimnagar,505305,2,3
10-11-25,Telangana,Karimnagar,505306,0,3
10-11-25,Telangana,Karimnagar,505307,0,3
10-11-25,Telangana,Karimnagar,505405,1,6
10-11-25,Telangana,Karimnagar,505451,0,5
10-11-25,Telangana,Karimnagar,505462,0,3
10-11-25,Telangana,Karimnagar,505466,0,5
10-11-25,Telangana,Karimnagar,505471,1,3
10-11-25,Telangana,Karimnagar,505503,2,15
10-11-25,Telangana,Karimnagar,505504,1,2
10-11-25,Telangana,Karimnagar,505527,1,2
10-11-25,Telangana,Karimnagar,505529,1,1
10-11-25,Telangana,Karimnagar,505530,0,4
10-11-25,Telangana,Khammam,507002,2,13
10-11-25,Telangana,Khammam,507123,0,5
10-11-25,Telangana,Khammam,507182,2,7
10-11-25,Telangana,Khammam,507208,1,12
10-11-25,Telangana,Komaram Bheem,504295,1,8
10-11-25,Telangana,Komaram Bheem,504299,2,30
10-11-25,Telangana,Komaram Bheem,504313,3,9
10-11-25,Telangana,Mahabubabad,506135,0,2
10-11-25,Telangana,Mahabubabad,506317,1,2
10-11-25,Telangana,Mahabubabad,506318,0,1
10-11-25,Telangana,Mahabubnagar,509001,17,34
10-11-25,Telangana,Mahabubnagar,509105,1,2
10-11-25,Telangana,Mahabubnagar,509110,3,7
10-11-25,Telangana,Mahabubnagar,509131,3,3
10-11-25,Telangana,Mahabubnagar,509132,3,6
10-11-25,Telangana,Mahabubnagar,509135,0,1
10-11-25,Telangana,Mahabubnagar,509153,0,2
10-11-25,Telangana,Mahabubnagar,509205,2,15
10-11-25,Telangana,Mahabubnagar,509207,1,2
10-11-25,Telangana,Mahabubnagar,509311,4,4
10-11-25,Telangana,Mahabubnagar,509327,0,2
10-11-25,Telangana,Mahabubnagar,509353,2,1
10-11-25,Telangana,Mahabubnagar,509375,4,6
10-11-25,Telangana,Mahabubnagar,509382,4,17
10-11-25,Telangana,Mahabubnagar,509401,1,5
10-11-25,Telangana,Mahabubnagar,509406,1,5
10-11-25,Telangana,Mahabubnagar,509407,1,4
10-11-25,Telangana,Mahabubnagar,509410,2,0
10-11-25,Telangana,Mancherial,504204,1,3
10-11-25,Telangana,Mancherial,504215,1,10
10-11-25,Telangana,Mancherial,504219,0,4
10-11-25,Telangana,Mancherial,504231,3,2
10-11-25,Telangana,Mancherial,504251,2,24
10-11-25,Telangana,Medak,502114,0,1
10-11-25,Telangana,Medak,502117,0,1
10-11-25,Telangana,Medak,502221,3,8
10-11-25,Telangana,Medak,502248,1,8
10-11-25,Telangana,Medak,502257,1,3
10-11-25,Telangana,Medak,502273,0,6
10-11-25,Telangana,Medak,502277,0,3
10-11-25,Telangana,Medak,502278,3,2
10-11-25,Telangana,Medak,502281,0,2
10-11-25,Telangana,Medak,502307,0,2
10-11-25,Telangana,Medak,502310,0,1
10-11-25,Telangana,Medak,502312,1,1
10-11-25,Telangana,Medak,502325,0,5
10-11-25,Telangana,Medak,502372,0,2
10-11-25,Telangana,Medchal-malkajgiri,500015,1,0
10-11-25,Telangana,Medchal-malkajgiri,500037,5,18
10-11-25,Telangana,Medchal-malkajgiri,500043,1,6
10-11-25,Telangana,Medchal-malkajgiri,500049,0,2
10-11-25,Telangana,Medchal-malkajgiri,500062,3,18
10-11-25,Telangana,Medchal-malkajgiri,500100,1,8
10-11-25,Telangana,Medchal-malkajgiri,501301,1,12
10-11-25,Telangana,Medchal−malkajgiri,500056,0,1
10-11-25,Telangana,Mulugu,506172,1,1
10-11-25,Telangana,Mulugu,506343,0,4
10-11-25,Telangana,Mulugu,506352,0,1
10-11-25,Telangana,Mulugu,507133,1,1
10-11-25,Telangana,Nagarkurnool,509375,0,1
10-11-25,Telangana,Nagarkurnool,509412,1,3
10-11-25,Telangana,Nalgonda,508112,0,2
10-11-25,Telangana,Nalgonda,508113,0,1
10-11-25,Telangana,Nalgonda,508115,2,1
10-11-25,Telangana,Nalgonda,508210,1,4
10-11-25,Telangana,Nalgonda,508217,2,3
10-11-25,Telangana,Nalgonda,508223,0,1
10-11-25,Telangana,Nalgonda,508244,1,5
10-11-25,Telangana,Nalgonda,508280,0,2
10-11-25,Telangana,Narayanpet,509205,0,4
10-11-25,Telangana,Narayanpet,509407,1,11
10-11-25,Telangana,Narayanpet,509411,1,11
10-11-25,Telangana,Nirmal,504104,1,5
10-11-25,Telangana,Nirmal,504109,3,6
10-11-25,Telangana,Nirmal,504110,0,4
10-11-25,Telangana,Nirmal,504203,4,10
10-11-25,Telangana,Nizamabad,503001,4,44
10-11-25,Telangana,Nizamabad,503108,3,3
10-11-25,Telangana,Nizamabad,503114,1,5
10-11-25,Telangana,Nizamabad,503122,0,3
10-11-25,Telangana,Nizamabad,503123,0,2
10-11-25,Telangana,Nizamabad,503144,1,2
10-11-25,Telangana,Nizamabad,503212,1,8
10-11-25,Telangana,Nizamabad,503217,0,7
10-11-25,Telangana,Nizamabad,503230,0,8
10-11-25,Telangana,Nizamabad,503301,0,2
10-11-25,Telangana,Nizamabad,505325,0,2
10-11-25,Telangana,Peddapalli,505186,0,2
10-11-25,Telangana,Peddapalli,505212,0,2
10-11-25,Telangana,Peddapalli,505525,0,4
10-11-25,Telangana,Rangareddy,501505,0,6
10-11-25,Telangana,Sangareddy,502001,0,7
10-11-25,Telangana,Sangareddy,502221,1,2
10-11-25,Telangana,Sangareddy,502286,1,3
10-11-25,Telangana,Sangareddy,502294,0,1
10-11-25,Telangana,Sangareddy,502296,0,1
10-11-25,Telangana,Sangareddy,502307,0,5
10-11-25,Telangana,Sangareddy,502313,0,2
10-11-25,Telangana,Sangareddy,502371,1,1
10-11-25,Telangana,Siddipet,502103,5,16
10-11-25,Telangana,Siddipet,506224,1,1
10-11-25,Telangana,Siddipet,506355,0,1
10-11-25,Telangana,Suryapet,508376,1,5
10-11-25,Telangana,Vikarabad,501111,0,3
10-11-25,Telangana,Vikarabad,501121,0,11
10-11-25,Telangana,Vikarabad,501142,2,8
10-11-25,Telangana,Vikarabad,509338,3,9
10-11-25,Telangana,Vikarabad,509339,0,1
10-11-25,Telangana,Warangal,506002,2,8
10-11-25,Telangana,Warangal,506003,0,2
10-11-25,Telangana,Warangal,506005,1,2
10-11-25,Telangana,Warangal,506007,0,1
10-11-25,Telangana,Warangal,506112,3,1
10-11-25,Telangana,Warangal,506122,2,1
10-11-25,Telangana,Warangal,506135,1,2
10-11-25,Telangana,Warangal,506151,0,1
10-11-25,Telangana,Warangal,506166,0,1
10-11-25,Telangana,Warangal,506303,0,4
10-11-25,Telangana,Warangal,506310,1,1
10-11-25,Telangana,Warangal,506332,1,10
10-11-25,Telangana,Warangal,506369,1,4
10-11-25,Telangana,Warangal (urban),505102,1,0
10-11-25,Telangana,Warangal Rural,506164,1,2
10-11-25,Telangana,Warangal Rural,506310,3,1
10-11-25,Telangana,Warangal Rural,506316,0,1
10-11-25,Telangana,Warangal Rural,506319,0,1
10-11-25,Telangana,Warangal Rural,506342,0,2
10-11-25,Telangana,Warangal Urban,506001,2,8
10-11-25,Telangana,Warangal Urban,506371,0,1
10-11-25,Telangana,Yadadri.,508101,2,10
10-11-25,Telangana,Yadadri.,508113,0,4
10-11-25,Telangana,Yadadri.,508286,0,4
11-11-25,Telangana,Adilabad,504001,7,46
11-11-25,Telangana,Adilabad,504103,0,3
11-11-25,Telangana,Adilabad,504292,0,2
11-11-25,Telangana,Adilabad,504299,2,3
11-11-25,Telangana,Adilabad,504309,0,20
11-11-25,Telangana,Bhadradri Kothagudem,507116,0,7
11-11-25,Telangana,Bhadradri Kothagudem,507123,5,20
11-11-25,Telangana,Bhadradri Kothagudem,507133,1,4
11-11-25,Telangana,Bhadradri Kothagudem,507166,4,9
11-11-25,Telangana,Bhadradri Kothagudem,507306,5,19
11-11-25,Telangana,Hanumakonda,505101,1,5
11-11-25,Telangana,Hanumakonda,505497,0,2
11-11-25,Telangana,Hanumakonda,506144,0,1
11-11-25,Telangana,Hanumakonda,506164,3,1
11-11-25,Telangana,Hyderabad,500006,4,23
11-11-25,Telangana,Hyderabad,500012,3,10
11-11-25,Telangana,Hyderabad,500024,4,12
11-11-25,Telangana,Hyderabad,500027,5,9
11-11-25,Telangana,Hyderabad,500033,1,3
11-11-25,Telangana,Hyderabad,500036,2,25
11-11-25,Telangana,Hyderabad,500038,1,3
11-11-25,Telangana,Hyderabad,500054,4,16
11-11-25,Telangana,Hyderabad,500065,7,8
11-11-25,Telangana,Hyderabad,500072,2,5
11-11-25,Telangana,Hyderabad,500096,0,4
11-11-25,Telangana,Jagitial,505325,2,8
11-11-25,Telangana,Jagitial,505462,0,8
11-11-25,Telangana,Jagitial,505526,0,3
11-11-25,Telangana,Jagitial,505532,1,6
11-11-25,Telangana,Jangaon,506222,1,2
11-11-25,Telangana,Jangoan,506144,0,9
11-11-25,Telangana,Jangoan,506201,0,6
11-11-25,Telangana,Jangoan,506221,1,5
11-11-25,Telangana,Jangoan,506224,1,2
11-11-25,Telangana,Jangoan,506316,0,7
11-11-25,Telangana,Jayashankar Bhupalpally,505184,0,2
11-11-25,Telangana,Jayashankar Bhupalpally,505503,1,26
11-11-25,Telangana,Jogulamba Gadwal,509128,6,23
11-11-25,Telangana,Jogulamba Gadwal,509153,5,10
